ID	Name	Sex	Original Treatment	Final Treatment	Day Post-Infection	Date	Number of IT-injected mosquitoes that fed	Number of IT-injected mosquitoes that fed and survived to assay	Number of mosquitoes with detectable DENV-2 in collected saliva	Number  IT-injected mosquitoes with saliva positive for DENV-2 after one passage of saliva in C6/36 cells	% IT-injected mosquitoes with saliva positive for DENV-2 after one passage of saliva in C6/36 cells	Raw estimated titer delivered (FFU)	Corrected estimated titer delivered (log10)	PRNT50	PRNT80	PRNT90	Viremia (pfu/ml)	Viremia detected after 1 passage?	Viremia deduced	Number of mosquitoes that engorged	Number of mosquitoes that engorged AND survived to titer	Number of mosquitoes with detectable body infection	Number of mosquitoes with detectable leg infection	Number of mosquitoes with positive saliva without amplification	Number of mosquitoes with positive saliva after amplification	% mosquitoes infected (body)	% mosquitoes infected (legs)	% mosquitoes infected (body, legs, or saliva)	Mean titer of infected mosquitoes (bodies)	SE of mean titer of infected mosquitoes (bodies)	Mean titer of infected mosquitoes (legs)	SE of mean titer of infected mosquitoes (legs)	Weight (g)	WBC	LYM	MON	NEU	LYM%	MON%	NEU%	RBC	HGB	HCT	MCH	MCV	MCHC	RDWc	RDWs	PLT	MPV	PCT	PDWc	PDWs	PrVW	PrVR	PrVE	WBC Lyse	Lyse2	% NK cells	Number NK cells	TGFbeta	IL-1B	G-CSF	IL-10	IL-6	IL-12	RANTES	Eotaxin	IL-17	MIP-1a	GM-CSF	MIP-1B	MCP-1	IL-15	EGF	IL-5	HGF	VEGF	IFN-g	MDC	I-TAC	MIF	IL-RA	TNF-alpha	IL-2	IP-10	MIG	IL-4	IL-8
4728	Hope	F	15 Mosquitos	15 Mosquitos	5	2021-04-17													0																																																																						
5929	Polly	F	Control	Control	5	2021-04-17											0	N	0	13	13												565																												1.45	0.29	56.75	6.78	3.85	55.3	34.62	1.19	15.66	14.2	6.48	17.88	10.06	38.02	1.65	3	35.33	0.48	7.72	94.68	35.46	127.44	27.75	5.46	21.89	2.18	11.8	19.49	5.83
5080	Scarlet	F	Control	Control	5	2021-04-17													0																																																																						
6550	Uriah	M	15 Mosquitos	15 Mosquitos	6	2021-04-18													0																																																																						
6518	Charles	M	15 Mosquitos	15 Mosquitos	6	2021-04-18													0																																																																						
6311	Romulus	M	15 Mosquitos	15 Mosquitos	6	2021-04-18													0																																																																						
5013	Melody	F	15 Mosquitos	15 Mosquitos	6	2021-04-18													0																																																																						
4806	Carrie	F	15 Mosquitos	15 Mosquitos	6	2021-04-18													0																																																																						
6347	Bloomer	M	15 Mosquitos	15 Mosquitos	6	2021-04-18													0																																																																						
6359	Cassidy	M	15 Mosquitos	15 Mosquitos	6	2021-04-18													0																																																																						
5730	Lydia	F	15 Mosquitos	15 Mosquitos	6	2021-04-18													0																																																																						
4683	Minerva	F	15 Mosquitos	15 Mosquitos	6	2021-04-18													10																																																																						
4728	Hope	F	15 Mosquitos	15 Mosquitos	6	2021-04-18													0																																																																						
5929	Polly	F	Control	Control	6	2021-04-18													0																																																																						
5080	Scarlet	F	Control	Control	6	2021-04-18													0																																																																						
6550	Uriah	M	15 Mosquitos	15 Mosquitos	7	2021-04-19											0	N	0	3	3	0	0			0	0	0	0	0	0	0	751																										4.6	165	1.45	0.18	56.75	6.78	4.32	55.3	10.42	1.19	15.66	14.2	2.22	7.86	10.06	38.02	1.65	3.2	35.33	0.48	7.72	147.6	62.34	238.44	27.75	7.23	21.89	2.18	11.8	19.49	5.83
6518	Charles	M	15 Mosquitos	15 Mosquitos	7	2021-04-19											0	N	0	6	6	0	0			0	0	0	0	0	0	0	734																										7.8	669	1.45	6.07	56.75	6.78	4.62	55.3	4.34	1.19	15.66	14.2	2.4	7.86	10.06	38.02	1.65	3.2	35.33	0.48	7.72	147.6	57.78	114.66	27.75	7.23	21.89	2.18	11.8	19.49	5.83
6311	Romulus	M	15 Mosquitos	15 Mosquitos	7	2021-04-19											0	N	0	4	4	0	0			0	0	0	0	0	0	0	770																										8.6	644	109	3.66	12.51	6.78	3.85	335.88	4.34	1.19	15.66	71.73	8.87	100.58	299	38.02	44.97	3.63	1909.53	0.48	35.98	483.74	72.72	257.03	24.11	8.15	21.89	7.34	11.8	19.49	5.83
5013	Melody	F	15 Mosquitos	15 Mosquitos	7	2021-04-19											0	N	0	9	6	0	0			0	0	0	0	0	0	0	722																										4	1292	130.32	37.1	140.55	2.05	6.45	3187.7	16.98	1.19	15.66	170.93	18.92	482.33	2249.53	665.59	72.91	3.24	12586.48	0.48	777.68	1334.41	124.31	443.68	133.61	16.37	236.66	18.84	11.8	19.49	5.83
4806	Carrie	F	15 Mosquitos	15 Mosquitos	7	2021-04-19											0	N	0	10	9	0	0			0	0	0	0	0	0	0	700																										3.6	196	503.46	6.09	40.19	267.55	97.46	2055.75	4.34	1.19	15.66	180.71	8.7	2283.7	6143.68	4735.3	220.55	4.27	5070.38	0.48	4633.13	441.75	117.68	278.37	51.04	12.36	21.89	12.16	11.8	19.49	5.83
6347	Bloomer	M	15 Mosquitos	15 Mosquitos	7	2021-04-19													0																																																																						
6359	Cassidy	M	15 Mosquitos	15 Mosquitos	7	2021-04-19													0																																																																						
5730	Lydia	F	15 Mosquitos	15 Mosquitos	7	2021-04-19													0																																																																						
4683	Minerva	F	15 Mosquitos	15 Mosquitos	7	2021-04-19													10																																																																						
4728	Hope	F	15 Mosquitos	15 Mosquitos	7	2021-04-19													0																																																																						
5929	Polly	F	Control	Control	7	2021-04-19											0	N	0	4	4												600																										4.4	312	1.45	0.34	56.75	6.78	3.85	55.3	36.96	1.19	15.66	14.2	4.32	2.94	10.06	38.02	1.65	2.88	35.33	0.48	7.72	147.6	38.94	350.16	27.75	5.82	21.89	2.18	11.8	19.49	5.83
5080	Scarlet	F	Control	Control	7	2021-04-19													0																																																																						
6550	Uriah	M	15 Mosquitos	15 Mosquitos	8	2021-04-20													0																																																																						
6518	Charles	M	15 Mosquitos	15 Mosquitos	8	2021-04-20													0																																																																						
6311	Romulus	M	15 Mosquitos	15 Mosquitos	8	2021-04-20													0																																																																						
5013	Melody	F	15 Mosquitos	15 Mosquitos	8	2021-04-20													0																																																																						
4806	Carrie	F	15 Mosquitos	15 Mosquitos	8	2021-04-20													0																																																																						
6347	Bloomer	M	15 Mosquitos	15 Mosquitos	8	2021-04-20											0	N	0	9	9	0	0			0	0	0	0	0	0	0	862																										7	392	1.45	2.56	100.48	1.98	4.18	51.28	4.34	1.19	15.66	5.11	8.5	25.34	10.06	38.02	1.65	5.81	35.33	0.48	7.72	147.6	15.75	217.01	27.75	7.23	21.89	5.33	11.8	19.49	5.56
6359	Cassidy	M	15 Mosquitos	15 Mosquitos	8	2021-04-20											0	N	0	11	11	0	0			0	0	0	0	0	0	0	768																										4.8	492	1.45	1.19	98.38	4.26	4.55	8.56	4.34	1.19	15.66	14.2	8.5	10.09	10.06	38.02	1.65	5.98	35.33	0.48	6.19	147.6	35.01	102.02	27.75	7.23	21.89	3.92	11.8	19.49	5.67
5730	Lydia	F	15 Mosquitos	15 Mosquitos	8	2021-04-20											0	N	0	5	5	0	0			0	0	0	0	0	0	0	658																										7.9	515	42.13	6.07	110.97	1.69	4.18	55.3	4.34	1.19	15.66	20.33	8.5	19.85	10.06	38.02	10.39	5.92	35.33	0.48	7.96	147.6	16.75	228.82	27.75	7.23	21.89	4.69	11.8	19.49	5.67
4683	Minerva	F	15 Mosquitos	15 Mosquitos	8	2021-04-20											20	Y	20	8	7	0	0			0	0	0	0	0	0	0	580																										5.1	831	1.45	0.72	120.78	7.14	4.56	25.14	4.34	1.19	15.66	11.76	8.5	63.48	3.6	38.02	1.65	5.64	35.33	0.48	0.74	147.6	21.04	79.92	27.75	7.23	21.89	0.67	10.98	19.49	5.64
4728	Hope	F	15 Mosquitos	15 Mosquitos	8	2021-04-20											0	N	0	3	3	0	0			0	0	0	0	0	0	0	557																										2.8	657	223.26	4.74	166.02	6.78	5.16	639.24	4.34	12.38	17.4	161.35	8.5	238.14	757.41	504.29	19.32	5.76	1662.06	0.48	281.78	147.6	15.08	735.48	163.57	69.33	21.89	20.83	92.2	75.05	4.74
5929	Polly	F	Control	Control	8	2021-04-20													0																																																																						
5080	Scarlet	F	Control	Control	8	2021-04-20											0	N	0	4	4												601																										8.9	456	1.45	1.26	83.64	6.78	3.36	16.74	15.64	1.19	15.66	14.2	8.5	48.24	10.06	38.02	1.65	5.4	35.33	0.48	7.72	147.6	6.45	117.24	27.75	7.23	21.89	0.55	11.8	19.49	4.38
6550	Uriah	M	15 Mosquitos	15 Mosquitos	11	2021-04-23													0																																																																						
6518	Charles	M	15 Mosquitos	15 Mosquitos	11	2021-04-23													0																																																																						
6311	Romulus	M	15 Mosquitos	15 Mosquitos	11	2021-04-23													0																																																																						
5013	Melody	F	15 Mosquitos	15 Mosquitos	11	2021-04-23													0																																																																						
4806	Carrie	F	15 Mosquitos	15 Mosquitos	11	2021-04-23													0																																																																						
6347	Bloomer	M	15 Mosquitos	15 Mosquitos	11	2021-04-23											0	N	0	10	10	0	0			0	0	0	0	0	0	0	846																																																								
6359	Cassidy	M	15 Mosquitos	15 Mosquitos	11	2021-04-23											0	N	0	10	10	0	0			0	0	0	0	0	0	0	757																																																								
5730	Lydia	F	15 Mosquitos	15 Mosquitos	11	2021-04-23											0	N	0	12	11	0	0			0	0	0	0	0	0	0	654																																																								
4683	Minerva	F	15 Mosquitos	15 Mosquitos	11	2021-04-23											0	N	0	1	1	0	0			0	0	0	0	0	0	0	553																																																								
4728	Hope	F	15 Mosquitos	15 Mosquitos	11	2021-04-23											0	N	0	3	3	0	0			0	0	0	0	0	0	0	543																																																								
5929	Polly	F	Control	Control	11	2021-04-23											0	N	0	8	8												618																																																								
5080	Scarlet	F	Control	Control	11	2021-04-23											0	N	0	10	10												601																																																								
6550	Uriah	M	15 Mosquitos	15 Mosquitos	14	2021-04-26											0	N	0	12	12	0	0			0	0	0	0	0	0	0	811																																																								
6518	Charles	M	15 Mosquitos	15 Mosquitos	14	2021-04-26											0	N	0	10	8	0	0			0	0	0	0	0	0	0	749																																																								
6311	Romulus	M	15 Mosquitos	15 Mosquitos	14	2021-04-26											0	N	0	11	11	0	0			0	0	0	0	0	0	0	781																																																								
5013	Melody	F	15 Mosquitos	15 Mosquitos	14	2021-04-26											0	N	0	8	8	0	0			0	0	0	0	0	0	0	736																																																								
4806	Carrie	F	15 Mosquitos	15 Mosquitos	14	2021-04-26											0	N	0	10	10	0	0			0	0	0	0	0	0	0	683																																																								
6347	Bloomer	M	15 Mosquitos	15 Mosquitos	14	2021-04-26											0	N	0	10	6	0	0			0	0	0	0	0	0	0	818																																																								
6359	Cassidy	M	15 Mosquitos	15 Mosquitos	14	2021-04-26											0	N	0	6	5	0	0			0	0	0	0	0	0	0	747																																																								
5730	Lydia	F	15 Mosquitos	15 Mosquitos	14	2021-04-26											0	N	0	10	10	0	0			0	0	0	0	0	0	0	650																																																								
4683	Minerva	F	15 Mosquitos	15 Mosquitos	14	2021-04-26																																																																																			
4728	Hope	F	15 Mosquitos	15 Mosquitos	14	2021-04-26											0	N	0	12	12	0	0			0	0	0	0	0	0	0	527																																																								
5929	Polly	F	Control	Control	14	2021-04-26											0	N	0	12	11												649																																																								
5080	Scarlet	F	Control	Control	14	2021-04-26											0	N	0	9	9												605																																																								
6550	Uriah	M	15 Mosquitos	15 Mosquitos	21	2021-05-03											0	N	0	7	5	0	0			0	0	0	0	0	0	0	869																																																								
6518	Charles	M	15 Mosquitos	15 Mosquitos	21	2021-05-03											0	N	0	8	6	0	0			0	0	0	0	0	0	0	750																																																								
6311	Romulus	M	15 Mosquitos	15 Mosquitos	21	2021-05-03											0	N	0	11	6	0	0			0	0	0	0	0	0	0	762																																																								
5013	Melody	F	15 Mosquitos	15 Mosquitos	21	2021-05-03											0	N	0	9	8	0	0			0	0	0	0	0	0	0	733																																																								
4806	Carrie	F	15 Mosquitos	15 Mosquitos	21	2021-05-03											0	N	0	7	7	0	0			0	0	0	0	0	0	0	686																																																								
6347	Bloomer	M	15 Mosquitos	15 Mosquitos	21	2021-05-03											0	N	0	6	6	0	0			0	0	0	0	0	0	0	806																																																								
6359	Cassidy	M	15 Mosquitos	15 Mosquitos	21	2021-05-03											0	N	0	9	7	0	0			0	0	0	0	0	0	0	768																																																								
5730	Lydia	F	15 Mosquitos	15 Mosquitos	21	2021-05-03											0	N	0	11	10	0	0			0	0	0	0	0	0	0	648																																																								
4683	Minerva	F	15 Mosquitos	15 Mosquitos	21	2021-05-03																																																																																			
4728	Hope	F	15 Mosquitos	15 Mosquitos	21	2021-05-03																																																																																			
5929	Polly	F	Control	Control	21	2021-05-03											0	N	0	12	12												640																																																								
5080	Scarlet	F	Control	Control	21	2021-05-03											0	N	0	9	3												596																																																								
6550	Uriah	M	15 Mosquitos	15 Mosquitos	28	2021-05-10								160	80	40	0	N	0	12	11	0	0			0	0	0	0	0	0	0	890																																																								
6518	Charles	M	15 Mosquitos	15 Mosquitos	28	2021-05-10								20	19	19	0	N	0	6	6	0	0			0	0	0	0	0	0	0	760																																																								
6311	Romulus	M	15 Mosquitos	15 Mosquitos	28	2021-05-10								80	20	20	0	N	0	11	11	0	0			0	0	0	0	0	0	0	760																																																								
5013	Melody	F	15 Mosquitos	15 Mosquitos	28	2021-05-10								40	19	19	0	N	0	10	10	0	0			0	0	0	0	0	0	0	745																																																								
4806	Carrie	F	15 Mosquitos	15 Mosquitos	28	2021-05-10								80	19	19	0	N	0	12	12	0	0			0	0	0	0	0	0	0	685																																																								
6347	Bloomer	M	15 Mosquitos	15 Mosquitos	28	2021-05-10								160	40	40	0	N	0	7	6	0	0			0	0	0	0	0	0	0	835																												29.49	5.62	115.86	5.98	5.56	209.71	4.34	1.19	15.66	38.57	8.5	116.25	268.85	387.34	19.43	6.74	324.57	0.48	123.67	147.6	7.42	197.14	1.28	7.23	21.89	3.63	11.8	10.39	5.45
6359	Cassidy	M	15 Mosquitos	15 Mosquitos	28	2021-05-10								40	19	19	0	N	0	9	9	0	0			0	0	0	0	0	0	0	765																												1.45	6.07	98.38	7.78	4.23	55.3	4.34	1.19	15.66	9.76	8.5	16.29	10.06	38.02	1.65	5.54	35.33	0.48	0.73	147.6	16.02	253.17	27.75	7.23	21.89	3.33	11.8	19.49	4.67
5730	Lydia	F	15 Mosquitos	15 Mosquitos	28	2021-05-10								80	40	40	0	N	0	9	8	0	0			0	0	0	0	0	0	0	685																												1.45	6.07	94.86	3.54	3.9	55.3	4.34	1.19	15.66	14.2	8.5	7.26	10.06	38.02	1.65	5.04	35.33	0.48	7.72	147.6	21.72	253.5	27.75	7.23	21.89	0.64	11.8	0.37	3.78
4683	Minerva	F	15 Mosquitos	15 Mosquitos	28	2021-05-10																																																																																			
4728	Hope	F	15 Mosquitos	15 Mosquitos	28	2021-05-10																																																																																			
5929	Polly	F	Control	Control	28	2021-05-10								19	19	19	0	N	0	13	12												665																																																								
5080	Scarlet	F	Control	Control	28	2021-05-10								19	19	19	0	N	0	8	8												605																												1.45	1.02	80.88	6.78	4.44	12.6	4.34	1.19	15.66	14.2	8.5	34.86	10.06	38.02	1.65	5.88	35.33	0.48	7.72	147.6	4.58	575.4	27.75	7.23	21.89	0.54	11.8	1.05	3.9
